1000 15000
0 596 4740
130 397 374
427 694 1462
871 638 464
523 215 3843
889 140 2593
760 148 2992
186 535 6343
640 684 4567
271 67 5033
308 709 4012
0 224 40280
869 768 4337
549 140 2516
380 527 5889
246 657 5537
164 375 296
831 789 5241
102 865 1155
402 133 3496
312 455 725
902 577 5975
16 336 5895
402 609 4533
518 7 6962
175 128 5927
660 124 6206
78 999 51250
724 526 4842
705 754 6888
859 879 6302
629 574 6219
617 830 804
708 413 2671
356 626 1393
196 767 4811
79 94 3435
994 157 3269
343 66 4659
774 18 5342
941 378 3924
461 839 143
274 255 1398
731 741 3582
210 436 2454
92 166 5730
81 227 5418
795 568 2326
17 166 4538
776 153 2498
85 468 382
320 987 5889
776 242 1677
79 368 6529
532 2 4999
197 173 6447
758 143 4685
759 681 2569
973 645 4009
794 305 3612
543 726 6406
57 857 2527
147 571 4820
396 659 6533
144 874 1296
564 832 5882
635 975 1565
866 593 472
429 312 4975
800 53 5171
229 610 4203
367 819 1271
667 277 1973
965 26 3299
243 75 1026
744 999 37900
349 159 363
982 57 6623
763 349 6913
659 225 4484
170 197 5072
919 970 992
59 622 442
646 776 1506
631 810 377
69 278 6552
409 789 4192
628 419 6308
312 297 5872
484 912 3775
925 78 5667
315 126 4186
472 231 5603
536 27 1534
157 999 26270
587 842 1314
331 447 5944
184 983 3505
174 65 5766
494 733 363
781 999 49960
302 432 6459
258 27 506
299 999 65620
950 95 5540
102 415 5622
866 744 6715
480 170 3486
60 433 5782
887 724 4229
825 993 4697
697 779 327
691 482 159
383 84 177
61 247 6668
721 999 24850
498 398 3848
847 850 1192
832 999 56910
946 190 3011
147 607 1055
808 237 6432
382 676 5473
295 819 3671
710 47 2137
570 906 472
844 416 3348
995 793 2388
760 286 4764
191 857 1553
341 674 3750
941 757 104
424 162 2281
445 611 786
159 231 4961
657 122 1966
507 196 6374
839 606 3271
105 241 1010
418 329 4230
762 241 672
19 363 750
15 832 721
504 335 3735
390 434 1466
858 207 2958
824 543 3028
885 202 2141
755 863 310
782 341 4476
428 494 4264
955 726 1757
606 356 5278
60 987 6151
677 997 3615
242 537 3021
0 414 45760
353 327 2362
318 461 3891
759 837 3303
844 107 598
133 970 213
577 854 4785
26 55 6779
389 596 2884
101 914 3143
684 999 24690
553 738 5211
333 582 5943
827 300 5166
128 46 2527
145 911 5311
929 555 6337
840 566 3748
645 774 166
617 226 3469
208 308 441
82 704 4096
793 340 582
758 158 657
685 909 5793
826 559 4733
580 469 391
659 679 6045
826 92 4148
634 764 853
46 470 635
572 337 2918
278 953 3278
439 278 1637
913 680 5690
154 772 5607
691 800 5016
0 405 47880
750 818 6894
993 516 6341
616 830 4439
563 980 4678
723 948 808
135 877 6289
19 913 3703
386 196 561
618 655 104
515 505 5975
265 543 5861
279 587 5863
945 65 1107
265 114 2106
949 991 1578
413 995 1935
300 301 2125
149 933 513
99 632 285
55 294 3548
685 356 5978
595 684 995
880 905 5459
824 254 2801
361 672 2016
246 812 6519
825 169 6058
159 69 1484
321 417 4035
948 316 6208
390 586 1202
712 888 1790
778 253 5744
314 353 505
529 370 1263
158 999 15550
133 220 4225
665 359 6543
718 424 5034
673 933 2003
707 82 5110
989 66 6222
320 169 2478
768 999 61270
14 235 6951
30 764 6485
103 869 39
454 909 3642
728 653 1828
818 323 6248
947 174 6070
555 200 1453
506 115 3822
874 744 4116
720 171 6308
941 225 1205
124 744 6968
287 846 6156
331 701 6780
507 838 528
654 323 6119
819 264 3110
74 230 1543
31 156 3154
734 532 565
974 162 5708
236 103 1462
537 636 6805
653 572 5759
0 657 28920
693 479 2598
847 497 6797
236 741 4699
17 692 4807
162 780 1986
12 945 2413
802 704 4283
472 886 3612
641 707 6363
780 983 2010
171 338 5442
246 660 871
646 820 1475
335 255 3380
417 999 5220
200 284 5763
230 607 2029
90 445 4079
0 376 36630
805 622 364
594 999 36730
628 73 1725
153 888 4228
572 999 53470
421 888 2671
518 979 1606
950 759 54
978 127 756
764 612 5474
736 999 23770
588 346 2786
991 318 6082
0 433 20520
890 167 5128
990 92 5528
345 434 6833
392 450 6785
781 15 1240
986 252 1130
851 743 1336
154 361 3073
62 751 5348
684 908 2401
257 388 6501
649 954 6203
877 314 5489
174 949 3641
509 942 849
880 347 6060
121 580 5292
2 231 4640
563 871 991
581 505 4072
0 475 53910
423 999 68550
712 44 6748
940 320 780
189 441 625
45 784 4718
884 417 6821
287 311 3015
652 338 3173
0 519 21230
126 925 5889
663 177 3419
141 353 3954
821 972 6453
133 269 3414
70 972 5793
875 213 486
232 340 3126
36 184 4238
860 691 3306
934 696 896
92 858 6627
233 662 1468
774 709 4553
315 789 5708
555 275 124
501 725 5071
117 807 1265
704 55 4047
980 184 6096
611 908 3979
139 508 4095
825 164 2067
872 89 1553
854 613 825
570 361 1060
267 271 6764
956 600 4205
878 582 2499
524 999 52150
278 771 5129
993 423 4716
568 685 5803
605 891 5218
12 956 6765
511 127 6757
0 728 54440
136 23 1887
573 153 5463
401 169 343
220 774 1994
0 250 22100
924 336 4282
145 542 3585
871 820 3301
789 577 4983
86 898 5426
122 754 5106
678 147 5673
419 836 6246
307 868 4006
14 267 6731
656 207 920
258 247 4419
194 618 1343
118 334 4749
310 999 21670
877 979 6510
924 643 4485
157 79 1751
450 743 6260
677 642 6574
403 447 70
568 845 6091
62 867 470
366 221 1606
408 285 5581
844 922 93
99 679 2502
652 387 5636
607 455 1269
458 849 6308
642 217 5274
668 247 6169
339 332 2801
236 194 2951
0 561 15570
602 518 1499
51 999 27560
389 89 3350
959 66 1642
276 691 2120
760 470 2201
845 268 3010
136 70 303
161 757 1000
310 108 3449
508 999 68640
196 718 2998
12 132 1816
123 251 2837
686 343 2596
713 370 4725
453 884 1557
485 967 5795
560 73 3393
985 831 5041
549 17 2516
736 353 6355
923 999 47680
756 656 1428
609 129 2775
569 468 5651
437 933 5474
769 261 4051
980 561 5575
407 756 195
53 226 5118
102 917 2089
557 435 3610
494 112 1754
95 847 5864
169 561 1141
936 512 6060
6 442 4805
957 565 3949
433 296 2298
249 595 5731
0 439 13390
256 334 1423
228 701 5486
538 154 5727
291 957 3089
122 161 1772
331 328 411
215 999 56150
77 976 2628
496 942 2500
185 31 4059
665 708 5179
571 916 1747
750 853 6426
314 893 97
113 999 35970
849 731 2248
697 526 684
686 992 5260
286 825 2842
301 561 4244
619 496 3167
248 457 4013
361 260 3288
567 365 3894
74 145 3566
540 467 4951
256 212 2352
832 263 5369
565 16 6733
39 639 24
203 138 2044
945 737 5138
116 668 5321
880 630 2950
297 956 5031
397 800 3925
758 67 4687
315 643 5034
875 999 8220
541 291 4124
813 124 31
98 630 507
19 311 5873
327 599 5087
705 979 5312
0 904 68690
622 360 2972
278 668 3551
724 276 3935
804 644 5909
899 249 5880
469 146 6128
393 996 1832
119 561 1993
943 999 11250
855 72 2455
656 397 1921
427 509 124
877 704 2696
143 380 5112
819 81 877
900 125 2047
845 228 2728
629 906 4271
86 304 4711
464 481 251
939 662 5903
530 346 5312
5 999 45260
3 210 5058
867 183 2724
895 858 4768
670 23 2601
587 223 6092
360 918 3549
773 999 53550
800 761 5071
816 222 3583
368 267 5031
215 340 5769
815 267 4596
286 13 472
706 504 2727
988 347 3625
638 537 5901
223 999 62670
816 950 1701
798 177 2375
0 99 810
182 500 5146
573 621 6134
487 453 1542
697 297 5989
911 269 1449
120 174 462
414 868 2311
833 601 4684
217 532 6738
59 279 2890
886 996 4694
251 780 4953
82 540 5343
428 973 6604
691 594 5621
659 620 1334
316 603 3757
503 922 733
54 393 895
910 944 2834
989 414 1283
730 121 492
623 212 4891
516 718 4454
900 370 5040
468 551 131
116 616 224
746 999 19240
945 970 6012
938 102 3560
929 516 2895
249 629 6925
450 966 4733
895 326 5609
611 499 1488
0 24 32530
771 79 2744
903 395 83
447 772 903
401 820 1484
870 177 247
256 931 6863
725 146 5312
672 820 3476
5 619 6218
265 145 3090
467 370 1240
605 506 5263
356 362 6890
778 786 2255
269 630 3497
348 897 4562
657 825 455
162 896 4531
511 766 5470
463 191 510
0 691 21640
907 882 4782
342 310 6927
271 93 6318
837 717 4205
68 715 5342
707 716 5638
271 49 6248
601 666 5995
548 92 6624
66 861 4775
314 496 4632
405 432 6461
424 17 316
33 524 1474
810 295 6799
211 490 3100
0 840 45670
912 857 2215
432 474 6297
616 136 3413
610 190 4852
49 999 31990
457 66 5061
137 318 2961
370 456 3562
535 733 706
133 377 6232
395 596 2074
496 336 5256
966 666 5901
527 879 643
979 867 3456
0 665 25410
897 737 2133
616 711 1787
421 373 3198
819 572 2639
599 798 2791
209 445 3641
959 841 4531
919 297 2329
48 960 1397
401 578 2142
140 638 1760
754 814 4659
463 515 6600
220 86 2836
202 429 1050
352 164 5930
384 706 804
0 599 61580
791 464 5764
669 430 1662
928 284 468
235 942 1724
996 999 61330
839 425 4860
338 355 5318
676 283 2354
706 308 5828
276 507 3774
434 551 827
0 303 39790
840 369 5751
0 618 15870
510 908 3662
601 190 429
605 175 3333
172 299 678
69 608 2727
560 558 15
311 938 2273
767 726 5735
278 200 2823
766 681 3449
295 554 2320
128 398 3239
886 121 1076
738 70 4282
917 999 26810
759 177 3133
381 142 6173
940 233 2539
384 202 4412
234 916 6370
588 803 436
365 274 758
116 687 6571
111 915 774
754 609 6660
415 738 5651
332 268 800
450 934 1493
808 905 1446
890 223 6042
235 722 1728
761 280 432
499 448 4543
62 636 6235
468 169 752
730 828 1232
582 999 2270
172 533 4275
342 211 2988
771 920 5843
628 818 2505
857 305 2203
760 830 4729
238 728 3704
330 394 887
102 630 6375
337 591 6639
880 622 3774
775 418 1401
859 34 190
983 743 682
982 990 3101
668 413 4556
337 688 3784
294 651 5268
411 955 4761
183 390 6666
425 323 3246
66 276 5999
762 722 1689
617 268 1855
608 990 1683
679 499 4056
250 590 2474
779 999 66200
982 761 2946
619 762 6994
205 603 1681
931 268 4726
883 480 4173
905 525 1731
936 680 5929
652 999 46770
52 708 2491
0 800 11950
302 681 4148
165 952 4142
579 468 3329
429 753 290
296 721 2328
581 230 5941
115 349 6111
427 389 3838
755 186 5666
696 788 315
869 327 1373
131 615 5008
115 658 3228
433 601 799
176 763 3620
863 25 5219
485 36 5054
624 311 6168
398 237 4604
88 45 4853
745 678 923
151 272 6736
962 28 5537
705 366 4109
428 721 955
783 100 2076
163 184 2060
573 935 5676
0 460 50030
524 753 2448
414 617 1084
668 864 3570
727 295 6252
688 179 3436
948 718 1628
4 18 4978
749 607 5356
11 39 2646
107 368 655
395 111 4707
965 902 6938
882 593 1660
618 427 5332
998 45 4692
495 6 6057
965 786 6522
568 51 2355
0 444 45210
934 900 2445
25 999 21580
559 999 35390
623 677 6388
355 103 1388
908 449 4849
51 281 3769
335 451 4108
192 650 921
621 953 1014
452 490 1087
0 627 26470
229 406 5911
266 28 1730
85 746 6952
170 627 5207
418 404 2135
454 407 2340
8 434 2936
428 756 6393
84 192 6455
452 593 5423
427 533 755
658 307 5469
247 723 3378
902 204 4257
793 672 3152
387 938 5435
667 69 3243
149 574 3066
264 139 5725
384 829 3861
672 617 1024
791 875 2782
398 386 1945
912 926 2396
294 533 993
234 714 4133
145 549 5223
66 389 3901
700 235 2082
270 703 2730
795 903 1082
694 959 4624
509 726 6697
157 93 1118
100 427 2819
206 440 4532
135 751 4960
786 976 3011
865 777 6468
942 592 583
924 408 6151
932 390 5334
96 875 4080
925 24 1939
290 634 6559
286 835 2898
663 118 1641
822 913 3146
729 766 37
501 426 2507
577 402 5558
441 87 2963
723 86 5964
340 881 5501
524 281 5240
68 999 49690
190 60 2057
249 688 5009
169 612 4391
756 520 3761
276 660 628
483 262 2395
269 659 5668
982 883 4111
826 368 5004
738 814 2102
980 841 6871
264 228 3893
644 240 5816
993 745 4481
56 999 57590
631 805 3428
757 987 58
406 265 4612
252 523 6575
180 86 1331
8 220 3997
485 634 507
474 564 3221
712 533 3306
952 17 5019
663 217 1018
19 813 1825
412 226 5419
0 593 21450
262 732 6278
258 856 2185
0 809 57390
605 192 439
888 814 4951
402 761 4648
241 721 484
480 993 370
467 390 2882
475 944 639
547 638 4949
984 703 4519
803 386 18
151 999 3750
710 899 258
199 129 4094
479 711 5135
466 130 5898
809 284 6901
523 358 2328
729 989 1999
214 539 5776
795 320 5143
198 455 224
929 160 886
384 94 2480
881 254 50
310 394 3883
488 336 1052
429 395 3974
393 759 1442
931 804 28
736 647 557
818 191 5090
606 999 12030
362 311 5065
172 999 38400
447 733 4642
130 510 3880
868 381 2571
916 570 3885
520 184 477
332 733 5645
801 805 4328
307 956 3591
613 554 5257
908 121 4936
614 796 3768
275 809 4529
459 262 6229
800 458 1859
434 118 6073
915 692 3487
454 427 3246
723 957 346
72 738 578
134 997 3872
587 210 4863
146 716 5400
137 24 2194
45 200 6936
831 753 5553
508 39 515
815 336 2651
141 798 6671
0 525 41240
204 227 2701
458 635 1678
0 902 58120
690 823 2810
163 582 2268
135 177 2515
551 922 6846
448 415 2599
0 1 63800
203 288 2214
404 541 5745
998 136 1190
720 556 4899
609 258 3332
823 327 6067
931 201 6799
759 860 3653
605 507 4360
863 455 572
368 548 4045
961 887 2686
505 613 184
26 507 4864
739 276 6471
0 238 33420
264 634 1557
976 274 2128
44 348 5333
843 192 5967
323 242 3288
0 23 32370
842 986 5138
536 553 1005
222 604 493
371 835 5359
363 166 6835
306 496 2499
565 599 2751
662 280 5874
74 233 4241
150 76 328
872 970 1543
0 899 13630
983 857 4701
0 646 14080
949 476 816
443 475 5246
817 970 2616
190 999 17420
300 350 5070
0 113 13870
696 256 1050
174 978 4499
918 984 4842
860 419 5707
276 485 1482
90 16 1789
992 691 575
652 559 3728
234 990 4310
322 920 137
819 827 5940
376 574 4533
0 550 45120
251 152 6382
883 822 3105
130 54 3641
299 467 5661
871 447 2305
502 664 3036
690 273 6418
0 91 25450
243 919 1949
737 1 6125
857 233 5072
0 517 51420
156 564 5958
397 688 3638
0 179 22910
58 711 6114
145 281 793
149 27 3214
933 555 4625
559 425 5743
710 797 4361
974 255 251
14 213 6634
872 453 3861
405 643 5111
213 334 958
527 117 4086
416 641 2442
959 169 3798
43 591 3598
978 520 6362
995 77 2530
64 683 2138
908 281 2263
590 509 5599
551 999 65740
219 556 5950
52 25 4767
346 355 6695
469 267 3839
921 247 5131
38 734 1489
646 59 2514
551 853 2488
998 138 4717
31 795 5719
479 12 3744
489 999 28880
187 303 939
905 346 2941
2 753 4284
349 536 5311
891 939 5518
256 348 4648
595 708 4533
686 200 3656
146 49 6919
864 805 2285
576 57 4978
144 48 1560
421 926 1484
768 140 6396
751 893 6848
219 66 1882
919 411 704
913 590 2068
729 727 5694
602 372 3167
539 809 4227
942 698 1848
561 999 20080
417 639 2991
508 167 3222
372 216 5268
248 367 3285
696 999 63720
875 470 3526
803 341 4926
129 709 2843
153 277 4395
80 999 29780
725 399 6463
917 543 5319
491 699 871
813 13 3387
613 610 6556
254 999 56390
978 144 1928
443 879 74
349 130 6478
20 999 34790
0 976 36900
170 517 3421
322 303 6512
135 975 1354
200 226 6529
316 6 2761
298 399 4742
822 147 128
794 760 5677
654 999 42210
975 554 2961
611 414 5112
392 999 53460
227 6 4932
496 586 3324
400 749 4731
904 514 2116
442 967 4089
628 405 5094
828 612 6181
772 209 6119
912 924 2695
187 262 5415
120 648 3671
250 967 4495
908 924 3211
110 449 3416
552 488 2946
811 781 1019
612 65 328
0 25 16940
355 540 6151
452 912 3837
673 830 4747
931 702 192
66 708 2148
619 693 2337
816 185 2843
450 145 1673
486 756 5529
706 190 1087
86 977 3823
262 491 5303
719 347 577
15 692 5233
524 614 2614
829 917 3129
516 363 68
708 767 234
101 494 2550
672 706 2875
796 801 3998
554 762 1089
232 629 4300
316 559 6224
211 67 3584
0 156 66380
796 379 6512
397 92 1858
98 314 2380
485 16 4077
156 521 435
818 130 1556
456 368 4034
581 275 2688
975 264 752
933 195 4404
985 74 2457
213 586 4510
736 249 5214
638 283 6306
537 223 5485
849 789 3383
310 59 2807
473 948 2956
777 224 2740
100 10 2172
802 981 1510
631 711 4561
0 72 18400
0 246 29850
900 455 6949
644 485 5070
318 395 547
140 64 5737
988 485 772
980 89 5208
252 918 6870
662 490 4281
521 238 1481
679 703 2542
181 503 4025
264 645 6140
379 984 1662
772 556 4903
398 276 198
777 453 5943
303 919 6101
60 508 6144
543 472 3632
162 999 280
705 639 2485
618 605 3741
879 445 1813
915 725 6749
373 435 1060
536 859 6782
160 359 1203
803 270 579
639 732 3830
469 574 247
545 944 293
960 233 643
529 328 1539
282 374 4164
354 201 1116
399 26 3483
660 741 6904
563 716 330
875 445 866
649 864 3134
660 169 6581
555 231 2117
670 587 2564
353 932 6466
420 269 2797
846 522 3189
863 464 4227
768 270 3405
161 136 5239
392 718 46
432 602 2337
228 409 4220
249 311 5454
415 800 872
932 128 1943
482 168 2589
920 721 3429
160 852 4798
417 236 290
622 272 5359
454 558 2423
382 642 6366
500 894 2357
308 810 1128
0 52 63140
784 853 5567
534 611 2289
199 18 4277
851 83 6176
37 298 1228
739 421 2327
449 999 3250
963 880 3939
296 362 5384
889 516 6106
532 918 4743
129 682 1425
831 172 939
18 357 1741
798 610 2003
533 338 1620
22 838 6116
692 927 4202
812 62 459
183 295 3785
362 696 3775
330 570 4324
593 579 1433
278 286 1202
145 162 3175
327 123 4506
370 467 2392
231 351 1136
211 213 2324
78 632 4149
241 662 6395
437 879 681
756 999 65920
470 689 37
414 741 2807
326 462 1071
245 789 4573
437 284 3149
958 476 4854
0 296 16210
768 273 2217
820 950 973
892 254 2026
235 239 2495
438 882 3227
675 216 1726
61 999 58330
405 843 5187
303 642 967
4 340 4767
758 545 4058
635 829 4900
156 925 2994
209 470 4526
0 311 10460
742 936 5481
689 272 2171
812 439 3719
0 684 66960
587 965 5063
434 748 3152
300 784 5596
768 193 6392
940 686 5141
948 958 4757
159 52 2369
173 650 3892
18 806 4317
899 73 1876
573 757 3933
0 998 18260
147 980 101
827 34 481
12 101 6070
122 504 6875
525 135 4862
953 97 6473
976 614 52
810 203 5876
429 243 2958
768 327 4109
505 229 1314
965 218 4323
583 785 1177
476 207 3892
106 601 3376
876 670 2590
227 271 139
476 282 6327
245 139 4259
529 164 5190
0 141 32630
268 99 4458
293 704 5752
346 880 3696
16 18 3936
771 822 6348
834 278 3691
513 894 3280
574 821 2209
676 275 6137
6 522 6644
0 858 20620
128 112 111
294 100 6648
680 868 1471
157 438 3688
972 999 7850
616 784 2085
623 999 54060
570 246 1307
375 618 2056
661 892 2662
91 182 2955
903 92 3787
544 695 2816
932 12 3358
366 312 6867
688 946 3428
395 107 2279
204 279 4252
355 653 3968
866 999 25900
734 809 2284
0 185 58120
588 528 4524
236 323 2753
177 435 3843
176 601 159
836 481 4244
947 283 4022
839 42 3838
549 70 371
419 986 2640
477 916 266
323 450 4313
236 322 4187
323 880 5248
856 24 3298
821 171 2300
71 507 3791
881 607 3582
25 902 6473
362 75 1376
555 177 2336
689 954 6926
671 255 3573
699 844 5823
980 753 1390
937 978 6329
109 91 570
386 698 5469
751 328 3827
427 646 420
405 817 277
956 957 620
573 512 3992
750 829 1960
759 290 5465
988 149 772
0 856 25920
624 293 1073
642 522 3100
957 282 4502
0 294 64980
490 915 4894
653 740 3545
38 175 4109
861 529 684
858 598 5335
431 137 5852
364 231 6611
870 573 5245
393 25 1065
755 563 3544
969 449 518
563 485 5224
448 379 197
814 760 5761
272 180 785
955 904 5200
283 628 6643
146 231 1933
156 465 4950
177 929 1082
986 582 4816
160 612 6590
734 828 5929
546 398 3261
103 896 2881
986 903 1344
46 863 2401
566 238 6067
259 800 4435
542 928 68
172 994 2714
695 644 4261
210 511 2749
667 744 4572
801 464 6122
714 728 4861
971 999 62200
913 474 6283
768 253 681
82 298 4256
118 835 4055
569 810 2526
324 365 1665
836 787 1211
384 241 5790
230 995 4101
238 262 4076
925 751 1438
587 100 5690
926 780 5370
812 999 2350
896 195 3918
354 451 4144
830 171 2455
103 437 6038
743 283 3283
516 735 1911
110 602 4414
298 83 5002
608 835 4336
976 709 3771
975 97 2053
762 836 5544
564 394 4885
870 83 948
432 6 6720
428 876 4746
876 999 3230
689 319 4677
867 76 4427
160 372 4967
315 989 6935
399 392 4189
625 543 2308
581 273 6200
86 139 167
0 71 47820
600 517 6925
436 554 6684
850 915 4595
598 515 1235
965 270 2612
826 855 4744
733 231 3261
69 931 511
544 923 3419
288 138 6554
563 902 2489
547 765 3305
552 320 3803
0 252 29570
466 608 5106
135 866 153
144 269 5930
229 762 3051
286 301 5585
443 228 4753
666 709 1693
757 6 3737
182 999 10050
799 584 2014
785 536 6173
15 468 4866
951 684 4931
403 147 5579
802 214 5635
297 999 45620
194 460 1350
708 650 304
852 960 1790
